Customer ID,Full Name,Gender,Age,State,Job Classification,Date Joined,Balance,marital,Education,Houseloan,Otherloan,Contact,Poutcome,Loan default,Customer ID
116,Robert  Munoz,Female,36,California,Other,19.Mar.2017,"$32,545.24 ",Single,Secondary,No,Yes,Cellular,Unknown,Yes,A0116
117,Edwin  Malone,Female,40,California,Other,25.Mar.2017,"$18,529.12 ",Married,Secondary,Yes,No,Cellular,Unknown,No,A0117
118,Tracy  Reed,Male,52,California,Other,28.Mar.2017,"$101,017.81 ",Single,Secondary,No,Yes,Cellular,Unknown,No,A0118
119,Rachel  Gomez,Female,18,California,White Collar,31.Mar.2017,"$50,034.96 ",Married,Primary,No,No,Cellular,Unknown,No,A0119
120,Elbert  Klein,Female,31,California,White Collar,31.Mar.2017,"$203,536.40 ",divorced,Tertiary,No,No,Unknown,Unknown,No,A0120
121,Lynette  Brewer,Male,37,California,White Collar,31.Mar.2017,"$58,445.31 ",divorced,Secondary,Yes,No,Cellular,Unknown,No,A0121
122,Kyle  Carr,Male,25,California,Other,31.Mar.2017,"$5,577.78 ",Married,Primary,No,No,Cellular,Unknown,No,A0122
123,Max  Rodgers,Male,50,California,White Collar,31.Mar.2017,"$64,527.19 ",Married,Secondary,Yes,No,Unknown,Unknown,No,A0123
124,Carla  Mccormick,Male,39,California,Other,01.Apr.2017,"$165,893.25 ",Married,Secondary,No,Yes,Cellular,Unknown,No,A0124
125,Fernando  Rowe,Male,27,California,White Collar,01.Apr.2017,"$18,375.37 ",Single,Tertiary,Yes,No,Cellular,Failure,No,A0125
126,Jaime  Pearson,Male,42,California,White Collar,01.Apr.2017,"$83,075.39 ",Single,Tertiary,No,No,Cellular,Unknown,Yes,A0126
127,Max  Rodgers,Female,27,California,White Collar,01.Apr.2017,"$15,642.52 ",Single,Secondary,No,No,Unknown,Unknown,No,A0127
128,Della  Jensen,Female,41,California,White Collar,01.Apr.2017,"$6,487.76 ",Single,Secondary,No,Yes,Cellular,Unknown,No,A0128
129,Donna  Reid,Male,47,California,White Collar,01.Apr.2017,"$22,525.45 ",Single,Secondary,No,No,Telephone,Failure,No,A0129
130,Robert  Munoz,Female,27,California,White Collar,01.Apr.2017,"$41,399.67 ",divorced,Tertiary,No,No,Cellular,Unknown,Yes,A0130
131,Cindy  Becker,Female,41,California,White Collar,01.Apr.2017,"$41,128.49 ",Married,Primary,Yes,No,Cellular,Unknown,No,A0131
132,Max  Rodgers,Male,20,California,Blue Collar,01.Apr.2017,"$14,295.01 ",Married,Primary,Yes,No,Unknown,Unknown,No,A0132
133,Cindy  Becker,Female,38,California,White Collar,02.Apr.2017,"$60,382.06 ",Married,Unknown,Yes,No,Unknown,Unknown,No,A0133
134,Robert  Munoz,Male,34,California,Blue Collar,02.Apr.2017,"$66,780.97 ",Married,Unknown,Yes,No,Cellular,Failure,No,A0134
135,Jenny  Garcia,Male,42,California,White Collar,02.Apr.2017,"$84,554.58 ",Single,Secondary,Yes,No,Unknown,Unknown,No,A0135
136,Pauline  Beck,Male,26,California,White Collar,02.Apr.2017,"$19,392.82 ",Single,Tertiary,No,No,Cellular,Unknown,No,A0136
137,Max  Rodgers,Female,43,California,White Collar,02.Apr.2017,"$62,994.73 ",Single,Secondary,Yes,Yes,Cellular,Failure,No,A0137
138,Cindy  Becker,Male,37,California,White Collar,02.Apr.2017,"$15,975.01 ",Single,Tertiary,No,No,Cellular,Unknown,No,A0138
139,Rachel  Gomez,Female,40,California,White Collar,02.Apr.2017,"$85,282.21 ",Married,Tertiary,Yes,No,Cellular,Unknown,Yes,A0139
140,Lorraine  Gibson,Male,57,California,Blue Collar,02.Apr.2017,"$60,461.75 ",Married,Unknown,No,No,Unknown,Unknown,No,A0140
141,Billie  Chandler,Female,45,California,White Collar,03.Apr.2017,"$54,601.82 ",divorced,Tertiary,No,No,Cellular,Unknown,No,A0141
142,Lee  Mack,Male,23,California,White Collar,03.Apr.2017,"$15,296.37 ",Single,Tertiary,Yes,No,Cellular,Unknown,No,A0142
143,Dan  Peterson,Male,45,California,Other,03.Apr.2017,"$60,266.15 ",divorced,Unknown,Yes,No,Unknown,Unknown,No,A0143
144,Robert  Munoz,Male,26,California,White Collar,03.Apr.2017,"$6,773.51 ",Single,Tertiary,Yes,No,Cellular,Unknown,No,A0144
145,Eric  Rose,Male,37,California,White Collar,04.Apr.2017,"$133,014.82 ",Married,Secondary,Yes,Yes,Unknown,Unknown,No,A0145
146,Christina  Fuller,Male,41,California,White Collar,05.Apr.2017,"$77,174.34 ",Married,Tertiary,No,Yes,Cellular,Unknown,No,A0146
147,Jenny  Garcia,Male,33,California,White Collar,05.Apr.2017,"$7,372.88 ",Married,Primary,No,Yes,Unknown,Unknown,No,A0147
148,Ellen  Weaver,Female,37,California,White Collar,05.Apr.2017,"$72,246.18 ",Married,Secondary,Yes,No,Cellular,Unknown,No,A0148
149,Eric  Rose,Male,33,California,White Collar,05.Apr.2017,"$48,456.88 ",Married,Secondary,Yes,No,Cellular,Other,No,A0149
150,Jaime  Pearson,Female,29,California,White Collar,05.Apr.2017,"$5,999.28 ",Single,Unknown,Yes,No,Unknown,Unknown,No,A0150
151,Marian  Hill,Male,33,California,White Collar,05.Apr.2017,"$7,700.42 ",Married,Unknown,Yes,No,Unknown,Unknown,No,A0151
152,Blake  Bridges,Male,32,California,White Collar,05.Apr.2017,"$76,978.94 ",Single,Tertiary,Yes,Yes,Cellular,Unknown,No,A0152
153,Robert  Munoz,Female,36,California,White Collar,05.Apr.2017,"$85,102.87 ",divorced,Primary,Yes,Yes,Unknown,Unknown,No,A0153
154,Sandra  Floyd,Male,46,California,White Collar,05.Apr.2017,"$85,618.40 ",Married,Secondary,No,No,Cellular,Unknown,No,A0154
155,Cindy  Becker,Male,33,California,Blue Collar,05.Apr.2017,"$2,171.06 ",Married,Secondary,No,No,Unknown,Unknown,No,A0155
156,Austin  Reynolds,Male,24,California,Other,05.Apr.2017,"$54,112.25 ",divorced,Secondary,No,No,Cellular,Unknown,No,A0156
157,Elvira  Bowman,Male,32,California,White Collar,05.Apr.2017,"$37,203.58 ",Married,Secondary,No,No,Cellular,Success,Yes,A0157
158,Jenny  Garcia,Male,26,California,White Collar,05.Apr.2017,"$1,505.52 ",Married,Secondary,Yes,No,Cellular,Failure,No,A0158
159,Salvador  Bass,Male,30,California,White Collar,05.Apr.2017,"$32,642.45 ",Single,Secondary,No,No,Cellular,Unknown,No,A0159
160,Cassandra  Franklin,Male,38,California,White Collar,05.Apr.2017,"$11,346.19 ",Married,Secondary,Yes,No,Cellular,Unknown,No,A0160
161,Ben  Perez,Female,42,California,White Collar,05.Apr.2017,"$3,486.58 ",Married,Tertiary,No,No,Unknown,Unknown,No,A0161
162,Robert  Munoz,Female,36,California,Other,05.Apr.2017,"$91,852.00 ",Single,Secondary,Yes,No,Unknown,Unknown,No,A0162
163,Lance  Yates,Female,39,California,White Collar,05.Apr.2017,"$6,148.76 ",Single,Secondary,No,Yes,Unknown,Unknown,No,A0163
164,Beth  Tucker,Female,59,California,Other,05.Apr.2017,"$100,781.91 ",Married,Secondary,Yes,Yes,Unknown,Unknown,No,A0164
165,Cecilia  Manning,Male,52,California,Blue Collar,05.Apr.2017,"$6,523.87 ",Single,Tertiary,No,No,Cellular,Failure,Yes,A0165
166,Patty  Thompson,Male,51,California,Blue Collar,05.Apr.2017,"$15,266.63 ",Single,Secondary,Yes,No,Unknown,Unknown,No,A0166
167,Robert  Munoz,Male,24,California,Blue Collar,05.Apr.2017,"$28,453.22 ",Married,Secondary,No,No,Telephone,Unknown,No,A0167
168,Elaine  Ellis,Female,30,California,White Collar,05.Apr.2017,"$46,038.55 ",divorced,Secondary,Yes,No,Cellular,Unknown,No,A0168
169,Isabel  Cross,Male,39,California,Blue Collar,06.Apr.2017,"$106,560.70 ",Married,Tertiary,No,No,Unknown,Unknown,No,A0169
170,Shari  Silva,Female,32,California,Other,06.Apr.2017,"$4,910.15 ",Single,Secondary,Yes,Yes,Cellular,Unknown,No,A0170
171,Sandra  Floyd,Male,38,California,White Collar,06.Apr.2017,"$19,671.99 ",Married,Secondary,No,No,Unknown,Unknown,No,A0171
172,Shari  Silva,Male,42,California,Blue Collar,06.Apr.2017,"$93,913.88 ",Single,Tertiary,No,No,Cellular,Unknown,No,A0172
173,Trevor  Jones,Female,26,California,White Collar,06.Apr.2017,"$139,332.75 ",Single,Secondary,Yes,Yes,Cellular,Other,No,A0173
174,Robert  Munoz,Female,31,California,White Collar,06.Apr.2017,"$68,772.72 ",Married,Secondary,Yes,No,Cellular,Unknown,No,A0174
175,Brooke  Horton,Male,31,California,White Collar,06.Apr.2017,"$23,859.15 ",Married,Tertiary,No,No,Cellular,Unknown,No,A0175
176,Mable  Lindsey,Female,25,California,White Collar,06.Apr.2017,"$40,871.43 ",Married,Secondary,Yes,Yes,Cellular,Unknown,No,A0176
177,Drew  Rogers,Male,35,California,White Collar,06.Apr.2017,"$104,997.51 ",Married,Secondary,Yes,Yes,Cellular,Unknown,No,A0177
178,Sonya  Mullins,Male,33,California,Blue Collar,06.Apr.2017,"$90,667.24 ",Married,Secondary,Yes,No,Cellular,Failure,No,A0178
179,Jenny  Garcia,Male,24,California,Blue Collar,06.Apr.2017,"$78,897.46 ",Married,Unknown,No,No,Unknown,Unknown,No,A0179
180,Brooke  Horton,Male,29,California,Blue Collar,06.Apr.2017,"$30,620.18 ",Married,Tertiary,Yes,No,Cellular,Failure,No,A0180
181,Jenny  Garcia,Female,32,California,White Collar,07.Apr.2017,"$148,963.51 ",Single,Tertiary,Yes,Yes,Cellular,Unknown,No,A0181
182,Iris  Underwood,Male,36,California,White Collar,07.Apr.2017,"$31,694.39 ",Single,Secondary,No,Yes,Cellular,Unknown,No,A0182
183,Tiffany  May,Male,31,California,White Collar,07.Apr.2017,"$172,107.28 ",Single,Secondary,Yes,No,Cellular,Unknown,No,A0183
184,Kyle  Carr,Male,33,California,Other,07.Apr.2017,"$120,244.60 ",divorced,Secondary,No,No,Unknown,Unknown,No,A0184
185,Salvador  Bass,Male,40,California,Other,07.Apr.2017,"$31,866.28 ",Married,Secondary,Yes,No,Unknown,Unknown,No,A0185
186,Kyle  Carr,Female,51,California,Other,07.Apr.2017,"$87,989.31 ",Married,Tertiary,Yes,No,Cellular,Unknown,No,A0186
187,Dan  Peterson,Female,46,California,White Collar,08.Apr.2017,"$60,722.99 ",Married,Tertiary,Yes,No,Telephone,Success,No,A0187
188,Max  Rodgers,Female,29,California,White Collar,08.Apr.2017,"$33,819.24 ",Single,Secondary,Yes,No,Cellular,Other,No,A0188
189,Edwin  Malone,Female,40,California,White Collar,08.Apr.2017,"$14,074.70 ",Married,Secondary,Yes,No,Cellular,Failure,No,A0189
190,Robert  Munoz,Female,25,California,Other,08.Apr.2017,"$87,632.34 ",Married,Secondary,Yes,No,Cellular,Unknown,Yes,A0190
191,Elbert  Klein,Male,51,California,Blue Collar,08.Apr.2017,"$1,848.67 ",Married,Primary,Yes,Yes,Telephone,Unknown,No,A0191
192,Isabel  Cross,Male,39,California,White Collar,09.Apr.2017,"$72,231.61 ",Married,Secondary,Yes,No,Cellular,Unknown,No,A0192
193,Sandra  Floyd,Female,44,California,Other,10.Apr.2017,"$18,331.81 ",Single,Tertiary,No,No,Cellular,Unknown,No,A0193
